Store code,Business name,Address line 1,Address line 2,Address line 3,Address line 4,Address line 5,Sub-locality,Locality,Administrative area,Country / Region,Postal code,Latitude,Longitude,Primary phone,Additional phones,Website,Primary category,Additional categories,Sunday hours,Monday hours,Tuesday hours,Wednesday hours,Thursday hours,Friday hours,Saturday hours,Special hours,From the business,Opening date,Logo photo,Cover photo,Other photos,Labels,AdWords location extensions phone,Amenities: Wi-Fi (wi_fi),From the business: Identifies as women-owned (is_owned_by_women),Payments: Credit cards (pay_credit_card_types_accepted): American Express (american_express),Payments: Credit cards (pay_credit_card_types_accepted): MasterCard (mastercard),Payments: Credit cards (pay_credit_card_types_accepted): VISA (visa),Place page URLs: Menu or services link (url_menu),Place page URLs: Order ahead links (url_order_ahead)
45,My Business,"Jalan Green Boulevard no. 2, Araya",,,,,,Blimbing,"Polowijen, Malang, Jatim",ID,65126,,,(021) 8350168,"(021) 8350169, (021) 8350170",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,https://www.gstatic.com/images/branding/product/2x/google_plus_512dp.png,High-traffic,(021) 8350172,Paid (paid_wi_fi),No,,No,No,,
46,My Business,Jl. RS. Fatmawati Raya No.100 F,,,,,,Cilandak,Jakarta Selatan - DKI Jakarta,ID,12430,-6.29146,106.799135,(021) 8350169,"(021) 8350170, (021) 8350171",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,https://www.gstatic.com/images/branding/product/2x/google_plus_512dp.png,High-traffic,(021) 8350173,Paid (paid_wi_fi),No,Yes,No,No,,
47,My Business,Jl. Gowongan Kidul No.33 - 49,,,,,,Gedong Tengen,Sosromenduran - D.I. Yogyakarta,ID,55271,,,(021) 8350170,"(021) 8350171, (021) 8350172",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,https://www.gstatic.com/images/branding/product/2x/google_plus_512dp.png,High-traffic,(021) 8350174,Paid (paid_wi_fi),No,No,,No,,
48,My Business,Graha Bumi Surabaya Lt. V,Jl. Basuki Rahmat no.106 - 128,,,,,Surabaya,Jatim,ID,61257,,,(021) 8350171,"(021) 8350172, (021) 8350173",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,https://www.gstatic.com/images/branding/product/2x/google_plus_512dp.png,High-traffic,(021) 8350175,Paid (paid_wi_fi),No,,,No,,
49,My Business,Jl. Hadiah III/108,RT 03/ RW 08,,,,,Jelambar,Jakarta Barat - DKI Jakarta,ID,11460,-6.156901,106.790817,(021) 8350172,"(021) 8350173, (021) 8350174",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,https://www.gstatic.com/images/branding/product/2x/google_plus_512dp.png,High-traffic,(021) 8350176,Paid (paid_wi_fi),No,Yes,Yes,No,,
50,My Business,Volkat House,Ground Floor,Westfield Estate,Off Warden Road,Near Mad Over Donuts,,Mumbai,MH,IN,400026,18.97081,72.812777,074104 10173,"074104 10174, 074104 10175",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,https://www.gstatic.com/images/branding/product/2x/google_plus_512dp.png,High-traffic,074104 10177,Paid (paid_wi_fi),No,No,Yes,No,,
51,My Business,H. No. 9-5-503/F/17,Jawahar Colony,Jubliee Hills,Road No. 5,Near Yousufguda Stadium,,Hyderabad,TG,IN,500033,,,074104 10174,"074104 10175, 074104 10176",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,https://www.gstatic.com/images/branding/product/2x/google_plus_512dp.png,High-traffic,074104 10178,Paid (paid_wi_fi),No,,No,No,,
52,My Business,Viale Europa 300,,,,,,Milano,MI,IT,20123,,,02 1234 5730,"02 1234 5731, 02 1234 5732",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,https://www.gstatic.com/images/branding/product/2x/google_plus_512dp.png,High-traffic,02 1234 5734,Paid (paid_wi_fi),No,Yes,No,No,,
53,My Business,Interno 6 Piano 3,Via Aldo Moro 16,,,,,Chivasso,TO,IT,10034,,,02 1234 5731,"02 1234 5732, 02 1234 5733",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,https://www.gstatic.com/images/branding/product/2x/google_plus_512dp.png,High-traffic,02 1234 5735,Paid (paid_wi_fi),No,No,,No,,
54,My Business,San Marco 277,,,,,,Venezia,VE,IT,30124,,,02 1234 5732,"02 1234 5733, 02 1234 5734",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,https://www.gstatic.com/images/branding/product/2x/google_plus_512dp.png,High-traffic,02 1234 5736,Paid (paid_wi_fi),No,,,No,,
55,My Business,Calle Larga Contarina,San Marco 3345,,,,,Venezia,VE,IT,30124,,,02 1234 5733,"02 1234 5734, 02 1234 5735",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,https://www.gstatic.com/images/branding/product/2x/google_plus_512dp.png,High-traffic,02 1234 5737,Paid (paid_wi_fi),No,Yes,Yes,No,,
56,My Business,Via Ghibellina 54r,,,,,,Firenze,FI,IT,50122,,,02 1234 5734,"02 1234 5735, 02 1234 5736",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,https://www.gstatic.com/images/branding/product/2x/google_plus_512dp.png,High-traffic,02 1234 5738,Paid (paid_wi_fi),No,No,Yes,No,,
57,My Business,C/o Auchan Via Rovato 48,,,,,,Padova,PD,IT,35137,,,02 1234 5735,"02 1234 5736, 02 1234 5737",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,https://www.gstatic.com/images/branding/product/2x/google_plus_512dp.png,High-traffic,02 1234 5739,Paid (paid_wi_fi),No,,No,No,,
58,My Business,Zona Industriale,Via del Progresso 40,,,,,Lecce,LE,IT,73100,,,02 1234 5736,"02 1234 5737, 02 1234 5738",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,https://www.gstatic.com/images/branding/product/2x/google_plus_512dp.png,High-traffic,02 1234 5740,Paid (paid_wi_fi),No,Yes,No,No,,
59,My Business,札幌市中央区北４条西４−2,,,,,,,北海道,JP,060-0004,,,03-1234-5737,"03-1234-5738, 03-1234-5739",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,https://www.gstatic.com/images/branding/product/2x/google_plus_512dp.png,High-traffic,03-1234-5741,Paid (paid_wi_fi),No,No,,No,,
60,My Business,雨竜郡秩父別町秩父別4105,,,,,,,北海道,JP,078-2100,,,03-1234-5738,"03-1234-5739, 03-1234-5740",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,03-1234-5742,,,,,,,
61,My Business,京都市大原井出町370,,,,,,,京都府,JP,601-1246,,,03-1234-5739,"03-1234-5740, 03-1234-5741",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,03-1234-5743,,,Yes,Yes,,,
62,My Business,利島村50,,,,,,,東京都,JP,100-0301,,,03-1234-5740,"03-1234-5741, 03-1234-5742",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,03-1234-5744,,,No,Yes,,,
63,My Business,勝浦郡勝浦町大字生名字月ノ瀬35−2,,,,,,,徳島県,JP,771-4303,,,03-1234-5741,"03-1234-5742, 03-1234-5743",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,03-1234-5745,,,,No,,,
64,My Business,港区六本木６丁目10-8,22階,,,,,,東京都,JP,106-6126,,,03-1234-5742,"03-1234-5743, 03-1234-5744",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,03-1234-5746,,,Yes,No,,,
65,My Business,千代田区丸の内2丁目8-9,JPタワー KITTE 5F,,,,,,東京都,JP,100-7005,,,03-1234-5743,"03-1234-5744, 03-1234-5745",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,03-1234-5747,,,No,,,,
66,My Business,高崎市鼻高町47-6,市営鼻高団地７９−Ｊ棟 405号,,,,,,群馬県,JP,370-0868,,,03-1234-5744,"03-1234-5745, 03-1234-5746",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,03-1234-5748,,,,,,,
67,My Business,Rancho las Abejas 28,,,,,Residencial Los Sauces,México,D.F.,MX,04940,,,200 123 4634,"200 123 4635, 200 123 4636",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,200 123 4638,,,Yes,Yes,,,
68,My Business,Cerro Bacatete 105,,,,,Col. Lomas de Mazatlán,Mazatlán,Sinaloa,MX,82110,,,200 123 4635,"200 123 4636, 200 123 4637",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,200 123 4639,,,No,Yes,,,
69,My Business,Calzada de Tlalpan 1507,,,,,Portales,Ciudad de México,D.F.,MX,03300,,,200 123 4636,"200 123 4637, 200 123 4638",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,200 123 4640,,,,No,,,
70,My Business,Calzada Circunvalación Poniente No. 49,,,,,Ciudad Granja,Zapopan,JAL,MX,45100,,,200 123 4637,"200 123 4638, 200 123 4639",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,200 123 4641,,,Yes,No,,,
71,My Business,Av. Eugenio Garza Sada No. 2411,,,,,Col. Roma,Monterrey,NL,MX,64700,,,200 123 4638,"200 123 4639, 200 123 4640",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,200 123 4642,,,No,,,,
72,My Business,Park Lane,,,,,Apapa,Lagos,,NG,100001,,,02033 12 3528,"02033 12 3529, 02033 12 3530",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,02033 12 3532,,,,,,,
73,My Business,Ring Road Roundabout,,,,,Oka,Benin City,,NG,,,,02033 12 3529,"02033 12 3530, 02033 12 3531",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,02033 12 3533,,,Yes,Yes,,,
74,My Business,7 Ugbogbo Rd,By Ogogoro Street Junction,,,,Akoko-Edo,Igarra,Edo,NG,,,,02033 12 3530,"02033 12 3531, 02033 12 3532",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,02033 12 3534,,,No,Yes,,,
75,My Business,Klaverstraat 111,,,,,,Amsterdam,,NL,1012 NX,,,010 123 4642,"010 123 4643, 010 123 4644",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,010 123 4646,,,,No,,,
76,My Business,Korte Vijverberg 500,"Blok 3, kamer 210",,,,,Den Haag,,NL,2513 AB,,,010 123 4643,"010 123 4644, 010 123 4645",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,010 123 4647,,,Yes,No,,,
77,My Business,Churchilllaan 22/5,,,,,,Utrecht,,NL,3527 GV,,,010 123 4644,"010 123 4645, 010 123 4646",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,010 123 4648,,,No,,,,
78,My Business,150 Calle A,,,,,,San Juan,,PR,00920,,,(787) 234-5756,"(787) 234-5757, (787) 234-5758",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,(787) 234-5760,,,,,,,
79,My Business,"Озерная аллея, д.4, стр. 5",,,,,,"г.Зеленоград, г.Москва",,RU,124460,,,8 (301) 123-46-46,"8 (301) 123-46-47, 8 (301) 123-46-48",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,8 (301) 123-46-50,,,Yes,Yes,,,
80,My Business,"Южный микрорайон, 4-й квартал, дом 13",,,,,,г.Байкальск,Иркутская область,RU,665930,,,8 (301) 123-46-47,"8 (301) 123-46-48, 8 (301) 123-46-49",https://www.google.com,Restaurant,"Ice cream shop,Pizza delivery",,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,23:00-02:00,"2026-12-31: 05:00-23:00, 2027-01-01: x",,,https://www.gstatic.com/images/branding/product/2x/google_my_business_512dp.png,https://lh5.googleusercontent.com/-PHmqjc_EgoM/Vo1zG1aivdI/AAAAAAAAMdc/QiMFMYVulFsnyBNr8f82we9tmZ9_VSb-w/w2048-h1152-no/02-coverphotos-googleplus.png,,Recently opened,8 (301) 123-46-51,,,No,Yes,,,
